symptoms,label
"organizing,repetitive",OCD
"compulsion,cleaning,organizing",OCD
"routine,no facial expression,focus on details",Autism
"monotone,eye contact,no facial expression,social skills,sensitive to sound",Autism
"checking,doubt,repetitive,perfectionism,cleaning",OCD
"delayed speech,repetitive behavior,sensitive to sound,routine,social skills",Autism
"delayed speech,literal",Autism
"intrusive thoughts,doubt,compulsion",OCD
"organizing,repetitive,compulsion,perfectionism,intrusive thoughts",OCD
"nervous,panic,trembling",Anxiety
"eye contact,monotone,literal,social skills",Autism
"monotone,repetitive behavior,no facial expression,literal",Autism
"overthinking,restless",Anxiety
"focus on details,delayed speech,monotone,repetitive behavior,social skills",Autism
"repetitive behavior,social skills,monotone,sensitive to sound",Autism
"ritual,repetitive,organizing,counting",OCD
"sensitive to sound,literal",Autism
"panic,worry,trembling,avoidance",Anxiety
"overthinking,sweating,irritability,panic,trembling",Anxiety
"social skills,focus on details,eye contact",Autism
"monotone,eye contact,repetitive behavior",Autism
"doubt,ritual",OCD
"literal,monotone,social skills",Autism
"panic,sweating",Anxiety
"doubt,organizing,perfectionism",OCD
"literal,delayed speech,no facial expression,monotone",Autism
"doubt,intrusive thoughts",OCD
"no facial expression,focus on details",Autism
"counting,doubt",OCD
"focus on details,eye contact",Autism
"sweating,worry",Anxiety
"sensitive to sound,routine,no facial expression,social skills",Autism
"restless,irritability,fear",Anxiety
"checking,cleaning,intrusive thoughts,organizing,perfectionism",OCD
"eye contact,routine",Autism
"avoidance,worry",Anxiety
"counting,perfectionism,checking,organizing",OCD
"checking,compulsion,intrusive thoughts",OCD
"routine,sensitive to sound,social skills",Autism
"organizing,doubt",OCD
"cleaning,organizing",OCD
"fear,panic,sweating,nervous,overthinking",Anxiety
"organizing,doubt,checking,repetitive",OCD
"literal,repetitive behavior,delayed speech,social skills,focus on details",Autism
"delayed speech,focus on details,sensitive to sound,social skills,repetitive behavior",Autism
"compulsion,counting,doubt,ritual,intrusive thoughts",OCD
"perfectionism,checking",OCD
"worry,avoidance,irritability,restless,nervous",Anxiety
"repetitive,checking",OCD
"checking,doubt,intrusive thoughts,ritual",OCD
"delayed speech,sensitive to sound",Autism
"intrusive thoughts,checking",OCD
"focus on details,monotone,no facial expression,eye contact",Autism
"ritual,cleaning,repetitive",OCD
"panic,avoidance,nervous,restless",Anxiety
"sensitive to sound,eye contact,routine,monotone,focus on details",Autism
"sweating,irritability,worry,fear,avoidance",Anxiety
"perfectionism,doubt",OCD
"irritability,panic",Anxiety
"compulsion,repetitive,doubt,ritual",OCD
"compulsion,organizing",OCD
"perfectionism,ritual,doubt",OCD
"repetitive behavior,focus on details,social skills",Autism
"fear,sweating,restless,avoidance,panic",Anxiety
"restless,irritability",Anxiety
"cleaning,counting",OCD
"irritability,worry,overthinking,nervous",Anxiety
"literal,routine",Autism
"ritual,counting,repetitive",OCD
"restless,worry,nervous,panic",Anxiety
"fear,nervous",Anxiety
"repetitive,intrusive thoughts,counting,cleaning",OCD
"routine,social skills,sensitive to sound",Autism
"repetitive,perfectionism,doubt,counting,ritual",OCD
"panic,overthinking,trembling,fear,restless",Anxiety
"no facial expression,routine,sensitive to sound,monotone",Autism
"repetitive,compulsion,organizing,checking,intrusive thoughts",OCD
"counting,perfectionism,repetitive,compulsion,ritual",OCD
"restless,fear,avoidance,irritability,panic",Anxiety
"cleaning,counting,organizing,intrusive thoughts,compulsion",OCD
"overthinking,sweating,nervous,panic",Anxiety
"monotone,eye contact,social skills,focus on details,sensitive to sound",Autism
"nervous,overthinking,panic",Anxiety
"fear,panic",Anxiety
"social skills,delayed speech,sensitive to sound",Autism
"avoidance,fear",Anxiety
"intrusive thoughts,checking,cleaning,repetitive,ritual",OCD
"delayed speech,focus on details,social skills,eye contact",Autism
"monotone,literal",Autism
"routine,no facial expression,monotone,repetitive behavior",Autism
"intrusive thoughts,perfectionism,ritual",OCD
"organizing,doubt,cleaning,counting",OCD
"restless,worry,sweating,panic,nervous",Anxiety
"doubt,ritual",OCD
"intrusive thoughts,compulsion",OCD
"irritability,trembling,overthinking,worry",Anxiety
"checking,compulsion,doubt,ritual",OCD
"irritability,nervous",Anxiety
"ritual,doubt,repetitive,counting,checking",OCD
"no facial expression,monotone",Autism
"focus on details,eye contact,routine",Autism
"irritability,restless",Anxiety
"cleaning,checking",OCD
"sweating,avoidance",Anxiety
"perfectionism,organizing,counting",OCD
"social skills,literal,delayed speech",Autism
"avoidance,overthinking",Anxiety
"routine,delayed speech,focus on details,literal",Autism
"repetitive behavior,sensitive to sound,eye contact,monotone,routine",Autism
"sensitive to sound,delayed speech,eye contact,routine,monotone",Autism
"trembling,nervous,avoidance,irritability",Anxiety
"focus on details,monotone",Autism
"restless,avoidance,worry",Anxiety
"delayed speech,sensitive to sound,eye contact,literal",Autism
"worry,irritability",Anxiety
"sensitive to sound,literal",Autism
"panic,overthinking",Anxiety
"delayed speech,literal",Autism
"sensitive to sound,literal,monotone,repetitive behavior,no facial expression",Autism
"monotone,sensitive to sound,eye contact,social skills",Autism
"focus on details,routine,delayed speech,literal,sensitive to sound",Autism
"fear,irritability",Anxiety
"routine,focus on details",Autism
"nervous,restless",Anxiety
"routine,repetitive behavior,literal,focus on details",Autism
"fear,worry,irritability,sweating",Anxiety
"avoidance,fear,nervous",Anxiety
"routine,focus on details",Autism
"monotone,routine",Autism
"restless,avoidance,panic,nervous,worry",Anxiety
"fear,worry",Anxiety
"panic,nervous,worry,fear",Anxiety
"literal,routine,no facial expression",Autism
"fear,panic,worry,irritability",Anxiety
"eye contact,social skills,repetitive behavior,literal",Autism
"focus on details,routine,literal,social skills",Autism
"counting,perfectionism",OCD
"repetitive behavior,sensitive to sound,routine,no facial expression,eye contact",Autism
"doubt,intrusive thoughts,counting,checking",OCD
"worry,sweating,panic,irritability",Anxiety
"checking,counting,doubt",OCD
"counting,doubt,compulsion",OCD
"eye contact,social skills",Autism
"sensitive to sound,no facial expression,literal,repetitive behavior",Autism
"nervous,avoidance,overthinking,fear,trembling",Anxiety
"doubt,counting",OCD
"monotone,social skills",Autism
"repetitive behavior,routine",Autism
"eye contact,sensitive to sound,social skills",Autism
"social skills,no facial expression,repetitive behavior,eye contact,delayed speech",Autism
"doubt,perfectionism",OCD
"intrusive thoughts,compulsion",OCD
"repetitive behavior,sensitive to sound,literal",Autism
"social skills,repetitive behavior,no facial expression,monotone,delayed speech",Autism
"worry,trembling",Anxiety
"ritual,intrusive thoughts",OCD
"routine,eye contact,repetitive behavior",Autism
"doubt,perfectionism,compulsion",OCD
"social skills,routine,literal,no facial expression",Autism
"irritability,sweating,avoidance,fear",Anxiety
"panic,trembling",Anxiety
"cleaning,checking",OCD
"intrusive thoughts,cleaning,organizing,counting,checking",OCD
"routine,delayed speech,repetitive behavior,monotone",Autism
"no facial expression,literal,repetitive behavior",Autism
"panic,restless,overthinking,sweating",Anxiety
"delayed speech,no facial expression",Autism
"no facial expression,routine,delayed speech,repetitive behavior",Autism
"monotone,eye contact,no facial expression,social skills",Autism
"focus on details,eye contact,routine,literal,sensitive to sound",Autism
"delayed speech,no facial expression",Autism
"eye contact,literal,social skills,sensitive to sound",Autism
"ritual,doubt,cleaning",OCD
"overthinking,restless,avoidance,panic",Anxiety
"counting,ritual,cleaning,repetitive,perfectionism",OCD
"overthinking,irritability",Anxiety
"repetitive,ritual,compulsion,counting,intrusive thoughts",OCD
"monotone,delayed speech,no facial expression",Autism
"no facial expression,social skills,routine,sensitive to sound",Autism
"no facial expression,eye contact,social skills",Autism
"cleaning,checking",OCD
"doubt,intrusive thoughts,cleaning",OCD
"repetitive behavior,focus on details,eye contact,literal,monotone",Autism
"restless,sweating",Anxiety
"compulsion,ritual,perfectionism",OCD
"monotone,repetitive behavior,no facial expression",Autism
"no facial expression,sensitive to sound,routine",Autism
"trembling,worry,overthinking,panic",Anxiety
"literal,no facial expression",Autism
"restless,fear,trembling",Anxiety
"sensitive to sound,focus on details",Autism
"counting,ritual,cleaning,doubt,organizing",OCD
"restless,avoidance,nervous,irritability",Anxiety
"no facial expression,monotone,routine,eye contact",Autism
"monotone,delayed speech,focus on details,routine",Autism
"repetitive,intrusive thoughts",OCD
"checking,organizing",OCD
"ritual,counting,organizing,doubt",OCD
"worry,trembling,panic,sweating,avoidance",Anxiety
"organizing,compulsion,doubt",OCD
"irritability,sweating,avoidance",Anxiety
"perfectionism,intrusive thoughts,cleaning,organizing,compulsion",OCD
"sensitive to sound,no facial expression",Autism
"irritability,trembling,panic,sweating",Anxiety
"ritual,compulsion,counting",OCD
"irritability,sweating,avoidance,overthinking",Anxiety
"avoidance,panic",Anxiety
"counting,perfectionism",OCD
"fear,nervous",Anxiety
"repetitive behavior,social skills",Autism
"intrusive thoughts,repetitive",OCD
"repetitive behavior,social skills,sensitive to sound,literal",Autism
"repetitive,cleaning,intrusive thoughts,organizing",OCD
"counting,ritual",OCD
"compulsion,doubt,organizing,cleaning",OCD
"irritability,worry,overthinking,restless,nervous",Anxiety
"cleaning,counting,checking,compulsion,intrusive thoughts",OCD
"ritual,doubt,repetitive",OCD
"checking,counting",OCD
"cleaning,doubt,checking,counting,repetitive",OCD
"counting,perfectionism",OCD
"irritability,worry,avoidance",Anxiety
"irritability,panic",Anxiety
"panic,fear,restless,trembling",Anxiety
"trembling,sweating",Anxiety
"trembling,fear,avoidance,panic",Anxiety
"irritability,avoidance,sweating",Anxiety
"cleaning,compulsion",OCD
"avoidance,fear,restless,trembling",Anxiety
"panic,avoidance",Anxiety
"eye contact,no facial expression,monotone",Autism
"no facial expression,eye contact,sensitive to sound,delayed speech",Autism
"repetitive behavior,social skills,eye contact,no facial expression,monotone",Autism
"restless,nervous",Anxiety
"avoidance,fear,panic,trembling",Anxiety
"perfectionism,organizing",OCD
"irritability,overthinking",Anxiety
"nervous,trembling,restless",Anxiety
"repetitive behavior,sensitive to sound,literal",Autism
"routine,delayed speech,social skills",Autism
"checking,cleaning,intrusive thoughts",OCD
"social skills,repetitive behavior,delayed speech",Autism
"sensitive to sound,no facial expression,monotone,focus on details,social skills",Autism
"perfectionism,cleaning,counting",OCD
"repetitive behavior,eye contact,sensitive to sound",Autism
"eye contact,focus on details,monotone",Autism
"routine,focus on details,sensitive to sound",Autism
"restless,irritability",Anxiety
"avoidance,trembling,fear,irritability",Anxiety
"restless,sweating,fear,irritability",Anxiety
"restless,irritability,avoidance,fear,panic",Anxiety
"delayed speech,sensitive to sound,literal",Autism
"trembling,fear,overthinking",Anxiety
"sweating,avoidance,trembling,irritability",Anxiety
"literal,no facial expression,routine,social skills",Autism
"nervous,worry,overthinking",Anxiety
"sensitive to sound,focus on details,no facial expression",Autism
"worry,restless,fear,irritability,overthinking",Anxiety
"panic,restless,overthinking,nervous",Anxiety
"social skills,focus on details,sensitive to sound,repetitive behavior,delayed speech",Autism
"compulsion,perfectionism,checking,doubt",OCD
"focus on details,literal,monotone,routine,no facial expression",Autism
"trembling,sweating,overthinking",Anxiety
"cleaning,perfectionism,repetitive,ritual",OCD
"nervous,irritability,panic,worry,trembling",Anxiety
"checking,repetitive,compulsion,counting",OCD
"monotone,repetitive behavior,sensitive to sound,routine,focus on details",Autism
"delayed speech,social skills,literal,sensitive to sound",Autism
"monotone,literal,focus on details,delayed speech",Autism
"compulsion,organizing,cleaning,counting,intrusive thoughts",OCD
"ritual,doubt",OCD
"nervous,overthinking,fear,sweating",Anxiety
"perfectionism,compulsion,organizing",OCD
"eye contact,sensitive to sound",Autism
"checking,cleaning,counting,compulsion",OCD
"avoidance,panic,nervous,trembling,fear",Anxiety
"nervous,worry,trembling",Anxiety
"repetitive behavior,social skills,sensitive to sound,monotone",Autism
"literal,focus on details,monotone,routine,social skills",Autism
"social skills,literal,eye contact,monotone,no facial expression",Autism
"ritual,intrusive thoughts,checking,cleaning",OCD
"routine,sensitive to sound,delayed speech",Autism
"delayed speech,eye contact,sensitive to sound,routine",Autism
"routine,social skills",Autism
"overthinking,restless,panic",Anxiety
"doubt,compulsion,repetitive",OCD
"overthinking,worry,irritability,nervous,restless",Anxiety
"irritability,worry",Anxiety
"cleaning,ritual,doubt,perfectionism",OCD
"delayed speech,social skills,routine,eye contact,no facial expression",Autism
"delayed speech,eye contact",Autism
"focus on details,social skills,no facial expression,literal,monotone",Autism
"social skills,focus on details,routine,literal",Autism
"counting,cleaning,repetitive,perfectionism",OCD
"routine,monotone,literal",Autism
"perfectionism,counting,organizing",OCD
"ritual,checking,cleaning,perfectionism,counting",OCD
"sweating,irritability,avoidance",Anxiety
"delayed speech,eye contact,sensitive to sound",Autism
"sweating,fear,worry,trembling",Anxiety
"avoidance,worry,fear,trembling,panic",Anxiety
"worry,avoidance,overthinking,irritability",Anxiety
"compulsion,perfectionism,ritual,counting,cleaning",OCD
"fear,nervous",Anxiety
"nervous,panic,overthinking,restless,fear",Anxiety
"sweating,restless,irritability",Anxiety
"delayed speech,literal,sensitive to sound",Autism
"monotone,sensitive to sound",Autism
"repetitive,compulsion,organizing,counting,doubt",OCD
"doubt,cleaning,compulsion,perfectionism,organizing",OCD
"overthinking,avoidance,nervous,trembling,sweating",Anxiety
"ritual,cleaning,organizing,doubt,perfectionism",OCD
"cleaning,ritual",OCD
"compulsion,cleaning,ritual,organizing,counting",OCD
"compulsion,organizing",OCD
"doubt,organizing",OCD
"no facial expression,sensitive to sound,delayed speech,monotone,routine",Autism
"sweating,restless,fear",Anxiety
"repetitive,ritual,intrusive thoughts",OCD
"panic,sweating,avoidance,restless",Anxiety
"worry,irritability,nervous,avoidance,trembling",Anxiety
"repetitive behavior,monotone,no facial expression",Autism
"panic,sweating,avoidance,irritability,trembling",Anxiety
"nervous,sweating",Anxiety
"intrusive thoughts,organizing,ritual,perfectionism,checking",OCD
"ritual,repetitive",OCD
"overthinking,panic,irritability,worry,sweating",Anxiety
"repetitive behavior,eye contact,social skills,monotone,focus on details",Autism
"monotone,no facial expression,routine,focus on details,sensitive to sound",Autism
"compulsion,cleaning,ritual,intrusive thoughts",OCD
"counting,repetitive,doubt,compulsion,checking",OCD
"repetitive,checking,intrusive thoughts",OCD
"literal,sensitive to sound,social skills,routine,monotone",Autism
"social skills,routine,monotone",Autism
"monotone,focus on details",Autism
"panic,nervous,fear,worry",Anxiety
"repetitive,cleaning,intrusive thoughts,perfectionism",OCD
"delayed speech,sensitive to sound",Autism
"literal,focus on details,eye contact",Autism
"ritual,perfectionism,intrusive thoughts,compulsion",OCD
"delayed speech,repetitive behavior,monotone,focus on details",Autism
"avoidance,fear,worry,overthinking",Anxiety
"avoidance,restless,sweating,worry",Anxiety
"avoidance,sweating,overthinking,panic,restless",Anxiety
"eye contact,sensitive to sound,literal,repetitive behavior,no facial expression",Autism
"avoidance,overthinking,trembling,panic",Anxiety
"literal,routine,no facial expression,eye contact",Autism
"monotone,routine,repetitive behavior",Autism
"perfectionism,checking,counting,doubt,intrusive thoughts",OCD
"cleaning,perfectionism,repetitive,counting,compulsion",OCD
"panic,sweating,restless",Anxiety
"avoidance,overthinking,sweating,fear",Anxiety
"social skills,focus on details,literal,eye contact",Autism
"ritual,counting",OCD
"panic,trembling,restless,overthinking,sweating",Anxiety
"compulsion,repetitive,ritual,cleaning",OCD
"repetitive,counting,intrusive thoughts,compulsion",OCD
"fear,sweating",Anxiety
"no facial expression,monotone,delayed speech,literal",Autism
"perfectionism,cleaning,organizing,doubt,repetitive",OCD
"focus on details,eye contact",Autism
"sensitive to sound,eye contact,no facial expression,repetitive behavior,focus on details",Autism
"repetitive behavior,literal,delayed speech,no facial expression,eye contact",Autism
"literal,eye contact,routine,repetitive behavior,delayed speech",Autism
"worry,fear",Anxiety
"compulsion,counting,ritual,perfectionism,organizing",OCD
"doubt,intrusive thoughts",OCD
"no facial expression,eye contact,delayed speech,monotone,routine",Autism
"doubt,checking",OCD
"eye contact,routine,social skills",Autism
"organizing,ritual",OCD
"irritability,sweating",Anxiety
"compulsion,cleaning,checking",OCD
"sweating,avoidance,overthinking",Anxiety
"doubt,repetitive,cleaning,intrusive thoughts",OCD
"sensitive to sound,social skills,monotone",Autism
"sweating,restless",Anxiety
"literal,delayed speech",Autism
"restless,panic,trembling,nervous,sweating",Anxiety
"trembling,overthinking",Anxiety
"no facial expression,eye contact,literal,delayed speech,routine",Autism
"checking,counting,repetitive,cleaning,doubt",OCD
"intrusive thoughts,ritual,checking,compulsion",OCD
"sweating,trembling,avoidance,irritability",Anxiety
"panic,restless",Anxiety
"routine,sensitive to sound",Autism
"doubt,counting",OCD
"focus on details,sensitive to sound,repetitive behavior",Autism
"literal,no facial expression,monotone",Autism
"repetitive,compulsion,intrusive thoughts",OCD
"doubt,intrusive thoughts,cleaning,checking",OCD
"ritual,doubt,counting,compulsion",OCD
"perfectionism,checking,repetitive,organizing",OCD
"repetitive behavior,delayed speech",Autism
"sweating,trembling,nervous",Anxiety
"literal,sensitive to sound",Autism
"organizing,counting,cleaning,checking,perfectionism",OCD
"sensitive to sound,social skills",Autism
"counting,organizing,cleaning",OCD
"delayed speech,routine,focus on details",Autism
"checking,compulsion,counting,perfectionism",OCD
"eye contact,no facial expression,social skills,delayed speech,repetitive behavior",Autism
"overthinking,irritability,nervous,fear,panic",Anxiety
"checking,intrusive thoughts,compulsion",OCD
"overthinking,fear,restless,avoidance",Anxiety
"focus on details,sensitive to sound,social skills",Autism
"compulsion,intrusive thoughts",OCD
"trembling,sweating,fear",Anxiety
"worry,irritability,panic,overthinking,sweating",Anxiety
"panic,sweating,fear",Anxiety
"avoidance,irritability",Anxiety
"worry,avoidance,nervous",Anxiety
"cleaning,doubt,perfectionism,organizing",OCD
"organizing,perfectionism",OCD
"avoidance,irritability,panic,sweating",Anxiety
"cleaning,counting,perfectionism,organizing",OCD
"delayed speech,eye contact,sensitive to sound,social skills",Autism
"worry,fear,nervous,avoidance,trembling",Anxiety
"literal,eye contact",Autism
"sensitive to sound,focus on details,monotone,social skills",Autism
"sensitive to sound,social skills,literal,delayed speech",Autism
"sweating,overthinking,irritability,trembling,fear",Anxiety
"ritual,compulsion,counting",OCD
"trembling,overthinking,fear,nervous",Anxiety
"organizing,counting,perfectionism",OCD
"fear,nervous,worry,irritability,sweating",Anxiety
"delayed speech,focus on details",Autism
"repetitive,perfectionism",OCD
"organizing,checking,intrusive thoughts",OCD
"eye contact,repetitive behavior,sensitive to sound,focus on details",Autism
"counting,ritual,intrusive thoughts,repetitive,checking",OCD
"overthinking,panic,worry,restless",Anxiety
"sweating,worry,overthinking,irritability,nervous",Anxiety
"cleaning,organizing,doubt,compulsion,intrusive thoughts",OCD
"intrusive thoughts,counting,cleaning",OCD
"irritability,overthinking,nervous,trembling,sweating",Anxiety
"delayed speech,monotone,no facial expression",Autism
"avoidance,restless,fear",Anxiety
"avoidance,worry,overthinking",Anxiety
"trembling,nervous,irritability",Anxiety
"compulsion,perfectionism",OCD
"eye contact,delayed speech",Autism
"monotone,literal,no facial expression,sensitive to sound,social skills",Autism
"sensitive to sound,routine,eye contact,social skills",Autism
"sensitive to sound,eye contact,social skills,no facial expression,literal",Autism
"avoidance,restless,sweating,nervous",Anxiety
"panic,worry",Anxiety
"perfectionism,organizing,repetitive,doubt,ritual",OCD
"sweating,overthinking,trembling",Anxiety
"delayed speech,routine,eye contact",Autism
"cleaning,perfectionism,ritual,compulsion,doubt",OCD
"no facial expression,repetitive behavior,delayed speech,sensitive to sound,literal",Autism
"counting,ritual,cleaning,repetitive,intrusive thoughts",OCD
"repetitive behavior,routine,eye contact,literal,social skills",Autism
"ritual,checking,compulsion,organizing,cleaning",OCD
"sweating,overthinking,restless,nervous",Anxiety
"compulsion,intrusive thoughts,counting,organizing",OCD
"social skills,eye contact,focus on details",Autism
"worry,sweating,fear,nervous,trembling",Anxiety
"social skills,literal,routine,repetitive behavior,no facial expression",Autism
"cleaning,perfectionism",OCD
"irritability,trembling,overthinking",Anxiety
"panic,trembling",Anxiety
"restless,fear,nervous,worry",Anxiety
"irritability,avoidance,nervous,sweating",Anxiety
"cleaning,intrusive thoughts,perfectionism,organizing,doubt",OCD
"overthinking,nervous",Anxiety
"routine,sensitive to sound,delayed speech",Autism
"perfectionism,organizing,compulsion,intrusive thoughts",OCD
"eye contact,delayed speech,no facial expression,routine,monotone",Autism
"counting,compulsion,perfectionism,organizing",OCD
"routine,focus on details,repetitive behavior,no facial expression",Autism
"panic,avoidance,irritability",Anxiety
"delayed speech,routine",Autism
"fear,overthinking",Anxiety
"no facial expression,eye contact,social skills,routine,focus on details",Autism
"panic,overthinking,worry,avoidance,sweating",Anxiety
"eye contact,delayed speech",Autism
"literal,monotone,eye contact",Autism
"checking,doubt",OCD
"eye contact,social skills,monotone,delayed speech,no facial expression",Autism
"social skills,delayed speech",Autism
"compulsion,cleaning,intrusive thoughts",OCD
"checking,compulsion",OCD
"eye contact,social skills,no facial expression",Autism
"organizing,intrusive thoughts,compulsion",OCD
"panic,sweating",Anxiety
"literal,sensitive to sound",Autism
"nervous,overthinking,worry",Anxiety
"monotone,literal,repetitive behavior",Autism
"routine,focus on details,monotone,sensitive to sound",Autism
"delayed speech,eye contact,literal",Autism
"restless,sweating,nervous,overthinking",Anxiety
"cleaning,perfectionism,repetitive",OCD
"eye contact,routine",Autism
"repetitive behavior,delayed speech,literal,routine",Autism
"routine,delayed speech",Autism
"organizing,checking,ritual,intrusive thoughts,compulsion",OCD
"intrusive thoughts,counting",OCD
"no facial expression,routine,focus on details,delayed speech",Autism
"focus on details,literal,eye contact,delayed speech,no facial expression",Autism
"focus on details,sensitive to sound,delayed speech,routine",Autism
"repetitive behavior,eye contact,no facial expression,social skills",Autism
"doubt,intrusive thoughts",OCD
"social skills,repetitive behavior,eye contact,delayed speech",Autism
"ritual,checking,perfectionism",OCD
"counting,checking,intrusive thoughts",OCD
"compulsion,counting,cleaning,ritual,repetitive",OCD
"intrusive thoughts,perfectionism,cleaning,ritual,compulsion",OCD
"checking,ritual,organizing,compulsion",OCD
"restless,trembling,irritability,sweating",Anxiety
"sensitive to sound,monotone,eye contact,focus on details",Autism
"intrusive thoughts,checking",OCD
"perfectionism,ritual",OCD
"irritability,avoidance,worry,sweating",Anxiety
"no facial expression,literal,sensitive to sound,focus on details",Autism
"organizing,cleaning,perfectionism,ritual",OCD
"delayed speech,repetitive behavior",Autism
"cleaning,counting",OCD
"sweating,fear,irritability",Anxiety
"compulsion,checking,counting",OCD
"perfectionism,checking,counting,intrusive thoughts,doubt",OCD
"trembling,sweating",Anxiety
"monotone,delayed speech",Autism
"eye contact,focus on details,repetitive behavior,sensitive to sound,social skills",Autism
"worry,sweating,avoidance,fear",Anxiety
"counting,intrusive thoughts,organizing,doubt,cleaning",OCD
"monotone,literal,eye contact",Autism
"avoidance,irritability,worry,panic,nervous",Anxiety
"social skills,eye contact",Autism
"restless,avoidance",Anxiety
"social skills,routine,focus on details",Autism
"nervous,worry,panic,irritability",Anxiety
"restless,trembling,worry",Anxiety
"sensitive to sound,focus on details",Autism
"eye contact,no facial expression,monotone,delayed speech",Autism
"compulsion,organizing,counting,checking",OCD
"worry,overthinking,restless",Anxiety
"monotone,focus on details,no facial expression",Autism
"intrusive thoughts,compulsion,perfectionism,counting",OCD
"ritual,doubt",OCD
"ritual,perfectionism,repetitive,compulsion",OCD
"panic,fear,avoidance,overthinking",Anxiety
"panic,worry",Anxiety
"eye contact,sensitive to sound,delayed speech,repetitive behavior",Autism
"counting,checking,intrusive thoughts,organizing",OCD
"worry,irritability,overthinking,nervous",Anxiety
"trembling,nervous,overthinking,avoidance",Anxiety
"irritability,overthinking,avoidance,restless,panic",Anxiety
"worry,fear",Anxiety
"nervous,fear",Anxiety
"delayed speech,focus on details,no facial expression,social skills,sensitive to sound",Autism
"compulsion,doubt,organizing,ritual,cleaning",OCD
"routine,focus on details,repetitive behavior",Autism
"social skills,eye contact",Autism
"restless,panic,sweating",Anxiety
"repetitive behavior,literal,routine,delayed speech",Autism
"nervous,trembling,worry,panic,restless",Anxiety
"compulsion,cleaning,perfectionism",OCD
"cleaning,compulsion,organizing,counting,intrusive thoughts",OCD
"restless,irritability,fear,trembling,sweating",Anxiety
"irritability,fear,nervous,worry,overthinking",Anxiety
"fear,panic,trembling",Anxiety
"irritability,panic,sweating",Anxiety
"focus on details,repetitive behavior,sensitive to sound,literal",Autism
"counting,checking",OCD
"worry,sweating,fear,irritability",Anxiety
"restless,irritability,worry,nervous,panic",Anxiety
"trembling,nervous,irritability,fear,sweating",Anxiety
"organizing,perfectionism,counting,checking",OCD
"eye contact,focus on details",Autism
"no facial expression,routine,sensitive to sound",Autism
"repetitive behavior,no facial expression,routine,focus on details",Autism
"fear,nervous,irritability,panic",Anxiety
"worry,fear,trembling,nervous",Anxiety
"panic,sweating,overthinking,fear",Anxiety
"overthinking,restless,panic,sweating",Anxiety
"worry,panic,fear,trembling,nervous",Anxiety
"no facial expression,social skills,routine",Autism
"organizing,checking,intrusive thoughts,perfectionism",OCD
"organizing,doubt",OCD
"restless,overthinking,avoidance,panic",Anxiety
"cleaning,intrusive thoughts,perfectionism,ritual",OCD
"routine,delayed speech,social skills",Autism
"repetitive,ritual",OCD
"no facial expression,repetitive behavior,monotone,delayed speech",Autism
"repetitive behavior,no facial expression,monotone",Autism
"focus on details,routine,monotone,delayed speech,social skills",Autism
"compulsion,cleaning,perfectionism,repetitive,checking",OCD
"nervous,overthinking",Anxiety
"worry,restless,sweating,trembling",Anxiety
"no facial expression,repetitive behavior,focus on details,sensitive to sound",Autism
"literal,repetitive behavior",Autism
"organizing,perfectionism",OCD
"worry,overthinking,restless,fear,nervous",Anxiety
"counting,intrusive thoughts,perfectionism,repetitive",OCD
"monotone,delayed speech",Autism
"compulsion,counting,checking",OCD
"counting,perfectionism,checking,doubt,compulsion",OCD
"routine,eye contact,no facial expression,sensitive to sound,literal",Autism
"repetitive,ritual,compulsion,doubt,intrusive thoughts",OCD
"worry,restless,panic,avoidance",Anxiety
"fear,panic",Anxiety
"trembling,sweating,worry",Anxiety
"trembling,overthinking,avoidance,sweating,irritability",Anxiety
"overthinking,irritability,fear,sweating",Anxiety
"social skills,no facial expression,focus on details",Autism
"checking,repetitive",OCD
"worry,nervous,irritability",Anxiety
"literal,sensitive to sound,repetitive behavior",Autism
"avoidance,nervous,restless",Anxiety
"checking,doubt,perfectionism,organizing,compulsion",OCD
"monotone,sensitive to sound,routine,social skills,literal",Autism
"intrusive thoughts,organizing,compulsion,doubt",OCD
"trembling,avoidance,fear,restless,overthinking",Anxiety
"worry,overthinking,nervous,trembling,avoidance",Anxiety
"cleaning,doubt,repetitive",OCD
"perfectionism,checking,counting,repetitive,organizing",OCD
"routine,monotone",Autism
"ritual,organizing,cleaning,doubt",OCD
"ritual,organizing",OCD
"no facial expression,repetitive behavior,eye contact,literal",Autism
"routine,focus on details,social skills",Autism
"repetitive behavior,social skills",Autism
"fear,worry,restless,panic,irritability",Anxiety
"nervous,restless",Anxiety
"sensitive to sound,literal,eye contact,focus on details",Autism
"intrusive thoughts,cleaning,perfectionism",OCD
"restless,sweating,irritability,nervous",Anxiety
"trembling,worry",Anxiety
"restless,sweating",Anxiety
"sensitive to sound,literal,delayed speech",Autism
"overthinking,trembling,fear,panic,avoidance",Anxiety
"literal,routine",Autism
"organizing,doubt,repetitive",OCD
"intrusive thoughts,doubt,repetitive",OCD
"sensitive to sound,routine,social skills,delayed speech",Autism
"organizing,intrusive thoughts,ritual,compulsion",OCD
"fear,nervous,panic",Anxiety
"counting,cleaning,organizing,repetitive,doubt",OCD
"no facial expression,monotone",Autism
"cleaning,ritual,organizing,perfectionism,repetitive",OCD
"compulsion,doubt,cleaning,repetitive",OCD
"fear,avoidance,trembling,panic",Anxiety
"checking,cleaning",OCD
"cleaning,repetitive,checking,doubt,counting",OCD
"eye contact,repetitive behavior",Autism
